timestamp,turbine_id,wind_speed,power_kw,status
2025-01-01 20:15:00,T01,7.067,210.625,normal
2025-01-01 20:30:00,T01,5.69,67.848,normal
2025-01-01 20:45:00,T01,7.259,220.526,normal
2025-01-01 21:00:00,T01,6.594,141.974,normal
2025-01-01 21:15:00,T01,6.463,163.885,normal
2025-01-01 21:30:00,T01,5.109,0.0,normal
2025-01-01 21:45:00,T01,6.888,141.0,normal
2025-01-01 22:00:00,T01,5.446,45.656,normal
2025-01-01 22:15:00,T01,7.25,261.283,normal
2025-01-01 22:30:00,T01,4.888,93.109,normal
2025-01-01 22:45:00,T01,7.576,349.713,normal
2025-01-01 23:00:00,T01,4.375,0.0,normal
2025-01-01 23:15:00,T01,6.247,128.477,normal
2025-01-01 23:30:00,T01,5.303,0.0,normal
2025-01-01 23:45:00,T01,4.35,19.611,normal
2025-01-02 00:00:00,T01,6.616,180.896,normal
2025-01-02 00:15:00,T01,7.903,368.043,normal
2025-01-02 00:30:00,T01,6.231,58.378,normal
2025-01-02 00:45:00,T01,6.236,166.302,normal
2025-01-02 01:00:00,T01,4.589,0.0,normal
2025-01-02 01:15:00,T01,7.343,293.424,normal
2025-01-02 01:30:00,T01,7.719,332.382,normal
2025-01-02 01:45:00,T01,7.871,414.67,normal
2025-01-02 02:00:00,T01,8.619,517.637,normal
2025-01-02 02:15:00,T01,5.798,29.927,normal
2025-01-02 02:30:00,T01,4.951,87.661,normal
2025-01-02 02:45:00,T01,5.727,68.165,normal
2025-01-02 03:00:00,T01,6.954,352.849,normal
2025-01-02 03:15:00,T01,5.498,77.704,normal
2025-01-02 03:30:00,T01,5.704,95.545,normal
2025-01-02 03:45:00,T01,7.174,258.456,normal
2025-01-02 04:00:00,T01,7.997,390.139,normal
2025-01-02 04:15:00,T01,8.099,450.453,normal
2025-01-02 04:30:00,T01,7.317,231.403,normal
2025-01-02 04:45:00,T01,6.434,191.522,normal
2025-01-02 05:00:00,T01,5.539,22.433,normal
2025-01-02 05:15:00,T01,5.674,124.379,normal
2025-01-02 05:30:00,T01,3.632,23.236,normal
2025-01-02 05:45:00,T01,7.543,366.333,normal
2025-01-02 06:00:00,T01,6.304,85.118,normal
2025-01-02 06:15:00,T01,6.388,224.505,normal
2025-01-02 06:30:00,T01,6.58,173.315,normal
2025-01-02 06:45:00,T01,5.701,111.617,normal
2025-01-02 07:00:00,T01,6.157,128.628,normal
2025-01-02 07:15:00,T01,5.78,220.532,normal
2025-01-02 07:30:00,T01,7.724,286.25,normal
2025-01-02 07:45:00,T01,5.505,83.269,normal
2025-01-02 08:00:00,T01,4.911,0.0,normal
2025-01-02 08:15:00,T01,5.241,0.0,normal
2025-01-02 08:30:00,T01,6.283,158.555,normal
2025-01-02 08:45:00,T01,6.428,176.232,normal
2025-01-02 09:00:00,T01,6.948,178.356,fault
2025-01-02 09:15:00,T01,4.454,110.637,normal
2025-01-02 09:30:00,T01,4.66,0.0,normal
2025-01-02 09:45:00,T01,5.19,83.043,normal
2025-01-02 10:00:00,T01,5.141,0.0,normal
2025-01-02 10:15:00,T01,5.275,87.239,normal
2025-01-02 10:30:00,T01,5.423,161.27,normal
2025-01-02 10:45:00,T01,5.271,29.1,normal
2025-01-02 11:00:00,T01,6.412,266.322,normal
2025-01-02 11:15:00,T01,5.556,46.777,normal
2025-01-02 11:30:00,T01,4.002,100.317,normal
2025-01-02 11:45:00,T01,5.278,0.0,normal
2025-01-02 12:00:00,T01,5.654,167.238,normal
2025-01-02 12:15:00,T01,6.985,244.532,normal
2025-01-02 12:30:00,T01,6.651,183.895,normal
2025-01-02 12:45:00,T01,6.134,99.316,normal
2025-01-02 13:00:00,T01,4.967,0.0,normal
2025-01-02 13:15:00,T01,6.321,228.779,normal
2025-01-02 13:30:00,T01,5.853,78.911,normal
2025-01-02 13:45:00,T01,5.037,39.638,normal
2025-01-02 14:00:00,T01,6.405,160.25,fault
2025-01-02 14:15:00,T01,6.05,74.058,normal
2025-01-02 14:30:00,T01,5.93,82.521,normal
2025-01-02 14:45:00,T01,4.266,0.0,normal
2025-01-02 15:00:00,T01,5.276,11.598,normal
2025-01-02 15:15:00,T01,5.348,9.388,normal
2025-01-02 15:30:00,T01,6.094,49.609,normal
2025-01-02 15:45:00,T01,7.263,179.651,normal
2025-01-02 16:00:00,T01,6.688,162.926,normal
2025-01-02 16:15:00,T01,5.497,136.958,normal
2025-01-02 16:30:00,T01,4.856,90.678,normal
2025-01-02 16:45:00,T01,6.409,94.909,normal
2025-01-02 17:00:00,T01,6.477,141.955,normal
2025-01-02 17:15:00,T01,6.622,86.832,normal
2025-01-02 17:30:00,T01,5.197,12.505,normal
2025-01-02 17:45:00,T01,6.887,247.367,normal
2025-01-02 18:00:00,T01,7.37,395.436,normal
2025-01-02 18:15:00,T01,5.701,58.245,normal
2025-01-02 18:30:00,T01,4.847,0.0,normal
2025-01-02 18:45:00,T01,6.676,170.64,normal
2025-01-02 19:00:00,T01,8.387,434.362,normal
2025-01-02 19:15:00,T01,6.181,116.417,normal
2025-01-02 19:30:00,T01,6.68,116.919,normal
2025-01-02 19:45:00,T01,5.422,88.211,normal
2025-01-02 20:00:00,T01,5.79,91.967,normal
2025-01-02 20:15:00,T01,5.81,0.0,normal
2025-01-02 20:30:00,T01,6.658,154.335,normal
2025-01-02 20:45:00,T01,6.935,275.997,normal
2025-01-02 21:00:00,T01,6.676,214.422,normal
2025-01-02 21:15:00,T01,6.799,175.847,normal
2025-01-02 21:30:00,T01,7.008,228.011,normal
2025-01-02 21:45:00,T01,9.202,727.563,normal
2025-01-02 22:00:00,T01,5.758,98.709,normal
2025-01-02 22:15:00,T01,8.405,596.707,normal
2025-01-02 22:30:00,T01,6.393,176.83,normal
2025-01-02 22:45:00,T01,4.813,12.991,normal
2025-01-02 23:00:00,T01,7.359,291.355,normal
2025-01-02 23:15:00,T01,6.282,121.541,normal
2025-01-02 23:30:00,T01,4.56,0.0,fault
2025-01-02 23:45:00,T01,5.574,0.0,normal
2025-01-01 00:00:00,T02,6.094,60.136,normal
2025-01-01 00:15:00,T02,7.757,398.117,normal
2025-01-01 00:30:00,T02,6.001,103.594,normal
2025-01-01 00:45:00,T02,4.065,0.0,normal
2025-01-01 01:00:00,T02,5.661,59.383,normal
2025-01-01 01:15:00,T02,5.304,0.0,normal
2025-01-01 01:30:00,T02,6.836,146.111,normal
2025-01-01 01:45:00,T02,6.916,231.044,normal
2025-01-01 02:00:00,T02,6.534,171.516,fault
2025-01-01 02:15:00,T02,6.968,131.276,normal
2025-01-01 02:30:00,T02,6.214,150.629,normal
2025-01-01 02:45:00,T02,7.978,373.768,normal
2025-01-01 03:00:00,T02,6.745,278.677,fault
2025-01-01 03:15:00,T02,5.675,117.969,normal
2025-01-01 03:30:00,T02,7.196,319.399,normal
2025-01-01 03:45:00,T02,6.678,226.101,normal
2025-01-01 04:00:00,T02,6.835,208.411,normal
2025-01-01 04:15:00,T02,5.356,44.935,normal
2025-01-01 04:30:00,T02,6.054,34.027,normal
2025-01-01 04:45:00,T02,6.923,236.363,normal
2025-01-01 05:00:00,T02,7.132,327.168,fault
2025-01-01 05:15:00,T02,7.149,239.271,normal
2025-01-01 05:30:00,T02,6.737,165.164,normal
2025-01-01 05:45:00,T02,6.775,196.669,normal
2025-01-01 06:00:00,T02,5.155,13.247,normal
2025-01-01 06:15:00,T02,5.98,137.134,normal
2025-01-01 06:30:00,T02,6.996,39.724,normal
2025-01-01 06:45:00,T02,7.338,339.083,normal
2025-01-01 07:00:00,T02,5.042,87.096,normal
2025-01-01 07:15:00,T02,6.085,125.294,normal
2025-01-01 07:30:00,T02,6.324,70.429,normal
2025-01-01 07:45:00,T02,5.42,14.703,normal
2025-01-01 08:00:00,T02,6.407,162.731,normal
2025-01-01 08:15:00,T02,5.282,0.0,normal
2025-01-01 08:30:00,T02,5.237,63.955,normal
2025-01-01 08:45:00,T02,3.198,0.0,normal
2025-01-01 09:00:00,T02,6.54,212.554,normal
2025-01-01 09:15:00,T02,5.335,73.563,normal
2025-01-01 09:30:00,T02,4.977,63.763,normal
2025-01-01 09:45:00,T02,7.484,234.875,normal
2025-01-01 10:00:00,T02,5.942,74.172,normal
2025-01-01 10:15:00,T02,6.747,155.83,normal
2025-01-01 10:30:00,T02,5.939,37.893,normal
2025-01-01 10:45:00,T02,5.223,0.0,normal
2025-01-01 11:00:00,T02,6.659,189.28,normal
2025-01-01 11:15:00,T02,6.049,87.95,normal
2025-01-01 11:30:00,T02,6.825,96.873,normal
2025-01-01 11:45:00,T02,6.188,203.005,normal
2025-01-01 12:00:00,T02,5.396,95.144,normal
2025-01-01 12:15:00,T02,5.859,109.209,normal
2025-01-01 12:30:00,T02,6.59,144.676,normal
2025-01-01 12:45:00,T02,5.125,108.468,normal
2025-01-01 13:00:00,T02,5.448,98.526,normal
2025-01-01 13:15:00,T02,4.857,61.06,normal
2025-01-01 13:30:00,T02,6.218,117.081,normal
2025-01-01 13:45:00,T02,6.812,140.656,normal
2025-01-01 14:00:00,T02,4.331,96.993,normal
2025-01-01 14:15:00,T02,4.686,50.352,normal
2025-01-01 14:30:00,T02,4.829,0.0,normal
2025-01-01 14:45:00,T02,6.584,159.378,normal
2025-01-01 15:00:00,T02,6.765,241.471,normal
2025-01-01 15:15:00,T02,6.41,134.572,normal
2025-01-01 15:30:00,T02,6.285,100.251,normal
2025-01-01 15:45:00,T02,5.017,73.547,normal
2025-01-01 16:00:00,T02,8.509,444.564,normal
2025-01-01 16:15:00,T02,3.586,0.0,normal
2025-01-01 16:30:00,T02,5.733,73.935,normal
2025-01-01 16:45:00,T02,6.153,115.701,normal
2025-01-01 17:00:00,T02,6.3,169.138,normal
2025-01-01 17:15:00,T02,4.866,38.174,normal
2025-01-01 17:30:00,T02,6.276,204.229,normal
2025-01-01 17:45:00,T02,6.693,153.952,normal
2025-01-01 18:00:00,T02,7.845,330.384,normal
2025-01-01 18:15:00,T02,5.474,0.0,normal
2025-01-01 18:30:00,T02,7.072,214.126,normal
2025-01-01 18:45:00,T02,6.838,253.903,normal
2025-01-01 19:00:00,T02,7.744,329.863,normal
2025-01-01 19:15:00,T02,6.826,192.388,normal
2025-01-01 19:30:00,T02,4.504,24.562,normal
2025-01-01 19:45:00,T02,6.717,230.161,normal
2025-01-01 20:00:00,T02,3.71,13.475,normal
2025-01-01 20:15:00,T02,5.218,32.676,normal
2025-01-01 20:30:00,T02,5.573,20.169,normal
2025-01-01 20:45:00,T02,5.421,123.224,normal
2025-01-01 21:00:00,T02,6.137,211.874,normal
2025-01-01 21:15:00,T02,5.874,145.448,normal
2025-01-01 21:30:00,T02,6.357,0.0,fault
2025-01-01 21:45:00,T02,7.323,346.978,normal
2025-01-01 22:00:00,T02,6.636,173.517,normal
2025-01-01 22:15:00,T02,8.831,621.894,normal
2025-01-01 22:30:00,T02,6.95,206.989,normal
2025-01-01 22:45:00,T02,4.803,0.0,normal
2025-01-01 23:00:00,T02,7.76,444.945,normal
2025-01-01 23:15:00,T02,7.47,319.507,normal
2025-01-01 23:30:00,T02,6.976,173.932,normal
2025-01-01 23:45:00,T02,6.054,86.31,normal
2025-01-02 00:00:00,T02,5.509,86.948,normal
2025-01-02 00:15:00,T02,7.977,459.983,normal
2025-01-02 00:30:00,T02,5.354,9.668,normal
2025-01-02 00:45:00,T02,8.376,588.812,normal
2025-01-02 01:00:00,T02,4.557,15.214,normal
2025-01-02 01:15:00,T02,8.236,569.868,normal
2025-01-02 01:30:00,T02,8.529,548.312,normal
2025-01-02 01:45:00,T02,6.278,132.62,normal
2025-01-02 02:00:00,T02,5.249,11.159,normal
2025-01-02 02:15:00,T02,6.027,114.171,normal
2025-01-02 02:30:00,T02,6.158,138.23,normal
2025-01-02 02:45:00,T02,7.438,367.881,normal
2025-01-02 03:00:00,T02,8.537,617.499,normal
2025-01-02 03:15:00,T02,6.573,214.328,normal
2025-01-02 03:30:00,T02,6.428,86.063,normal
2025-01-02 03:45:00,T02,5.592,37.033,normal
2025-01-02 04:00:00,T02,7.414,268.524,normal
2025-01-02 04:15:00,T02,6.26,203.079,normal
2025-01-02 04:30:00,T02,6.393,194.067,normal
2025-01-02 04:45:00,T02,6.177,172.539,normal
2025-01-02 05:00:00,T02,6.507,96.134,normal
2025-01-02 05:15:00,T02,8.01,456.43,normal
2025-01-02 05:30:00,T02,6.983,203.667,normal
2025-01-02 05:45:00,T02,4.796,17.132,normal
2025-01-02 06:00:00,T02,6.95,221.211,normal
2025-01-02 06:15:00,T02,6.997,280.377,normal
2025-01-02 06:30:00,T02,4.557,2.702,normal
2025-01-02 06:45:00,T02,5.355,30.662,normal
2025-01-02 07:00:00,T02,6.608,274.144,normal
2025-01-02 07:15:00,T02,6.528,191.434,normal
2025-01-02 07:30:00,T02,6.996,225.776,normal
2025-01-02 07:45:00,T02,5.686,24.853,normal
2025-01-02 08:00:00,T02,5.766,104.359,normal
2025-01-02 08:15:00,T02,7.352,252.152,normal
2025-01-02 08:30:00,T02,6.541,216.562,normal
2025-01-02 08:45:00,T02,5.2,97.838,normal
2025-01-02 09:00:00,T02,5.165,15.026,normal
2025-01-02 09:15:00,T02,5.881,129.262,normal
2025-01-02 09:30:00,T02,5.544,109.035,normal
2025-01-02 09:45:00,T02,5.494,112.501,normal
2025-01-02 10:00:00,T02,5.839,79.862,normal
2025-01-02 10:15:00,T02,7.971,451.585,normal
2025-01-02 10:30:00,T02,4.813,74.6,normal
2025-01-02 10:45:00,T02,4.83,0.0,normal
2025-01-02 11:00:00,T02,6.849,165.264,normal
2025-01-02 11:15:00,T02,5.433,0.0,normal
2025-01-02 11:30:00,T02,6.297,29.562,normal
2025-01-02 11:45:00,T02,5.266,0.0,normal
2025-01-02 12:00:00,T02,7.764,413.921,normal
2025-01-02 12:15:00,T02,6.812,194.819,normal
2025-01-02 12:30:00,T02,5.098,30.563,normal
2025-01-02 12:45:00,T02,6.268,136.563,normal
2025-01-02 13:00:00,T02,6.358,127.498,normal
2025-01-02 13:15:00,T02,6.306,63.585,normal
2025-01-02 13:30:00,T02,5.033,18.184,normal
2025-01-02 13:45:00,T02,5.322,132.944,normal
2025-01-02 14:00:00,T02,5.711,13.75,normal
2025-01-02 14:15:00,T02,4.11,4.139,normal
2025-01-02 14:30:00,T02,4.493,22.537,normal
2025-01-02 14:45:00,T02,4.774,0.0,normal
2025-01-02 15:00:00,T02,6.536,214.464,normal
2025-01-02 15:15:00,T02,6.01,58.539,normal
2025-01-02 15:30:00,T02,3.991,0.0,normal
2025-01-02 15:45:00,T02,4.86,59.088,normal
2025-01-02 16:00:00,T02,6.871,243.688,normal
2025-01-02 16:15:00,T02,4.163,65.792,normal
2025-01-02 16:30:00,T02,5.138,65.273,normal
2025-01-02 16:45:00,T02,4.48,0.0,normal
2025-01-02 17:00:00,T02,5.289,136.14,fault
2025-01-02 17:15:00,T02,5.878,109.89,normal
2025-01-02 17:30:00,T02,5.757,72.225,normal
2025-01-02 17:45:00,T02,3.719,93.133,normal
2025-01-02 18:00:00,T02,5.244,83.953,normal
2025-01-02 18:15:00,T02,5.714,47.188,normal
2025-01-02 18:30:00,T02,6.458,205.651,normal
2025-01-02 18:45:00,T02,6.08,137.704,normal
2025-01-02 19:00:00,T02,6.173,129.47,normal
2025-01-02 19:15:00,T02,6.684,122.776,normal
2025-01-02 19:30:00,T02,5.632,26.614,normal
2025-01-02 19:45:00,T02,5.099,111.642,normal
2025-01-02 20:00:00,T02,5.487,3.12,normal
2025-01-02 20:15:00,T02,6.03,74.206,normal
2025-01-02 20:30:00,T02,6.401,130.609,normal
2025-01-02 20:45:00,T02,7.111,255.645,normal
2025-01-02 21:00:00,T02,4.974,0.0,normal
2025-01-02 21:15:00,T02,7.91,402.267,normal
2025-01-02 21:30:00,T02,5.58,3.438,normal
2025-01-02 21:45:00,T02,5.699,158.146,normal
2025-01-02 22:00:00,T02,4.663,61.175,normal
2025-01-02 22:15:00,T02,6.291,153.309,normal
2025-01-02 22:30:00,T02,3.978,0.0,normal
2025-01-02 22:45:00,T02,7.956,460.081,normal
2025-01-02 23:00:00,T02,5.442,73.38,normal
2025-01-02 23:15:00,T02,7.46,192.691,normal
2025-01-02 23:30:00,T02,4.627,112.653,normal
2025-01-02 23:45:00,T02,7.921,440.665,normal
2025-01-01 00:00:00,T03,6.204,34.995,normal
2025-01-01 00:15:00,T03,5.998,69.094,normal
2025-01-01 00:30:00,T03,6.328,203.187,normal
2025-01-01 00:45:00,T03,5.918,109.969,normal
2025-01-01 01:00:00,T03,8.649,576.098,normal
2025-01-01 01:15:00,T03,6.596,168.232,normal
2025-01-01 01:30:00,T03,6.519,227.345,normal
2025-01-01 01:45:00,T03,7.311,341.726,normal
2025-01-01 02:00:00,T03,5.251,154.283,normal
2025-01-01 02:15:00,T03,5.33,5.771,normal
2025-01-01 02:30:00,T03,5.79,71.142,fault
2025-01-01 02:45:00,T03,5.906,84.444,normal
2025-01-01 03:00:00,T03,3.737,0.0,normal
2025-01-01 03:15:00,T03,5.584,173.512,normal
2025-01-01 03:30:00,T03,6.602,85.823,normal
2025-01-01 03:45:00,T03,5.761,117.472,normal
2025-01-01 04:00:00,T03,5.993,38.93,normal
2025-01-01 04:15:00,T03,5.928,134.218,normal
2025-01-01 04:30:00,T03,5.587,197.798,normal
2025-01-01 04:45:00,T03,4.593,60.485,normal
2025-01-01 05:00:00,T03,8.144,452.829,normal
2025-01-01 05:15:00,T03,5.791,92.114,normal
2025-01-01 05:30:00,T03,5.621,0.0,normal
2025-01-01 05:45:00,T03,5.795,52.482,fault
2025-01-01 06:00:00,T03,6.122,111.224,normal
2025-01-01 06:15:00,T03,5.248,112.992,normal
2025-01-01 06:30:00,T03,4.672,2.423,normal
2025-01-01 06:45:00,T03,6.472,238.908,normal
2025-01-01 07:00:00,T03,5.35,62.179,normal
2025-01-01 07:15:00,T03,4.672,111.378,normal
2025-01-01 07:30:00,T03,6.748,190.986,normal
2025-01-01 07:45:00,T03,6.87,298.781,normal
2025-01-01 08:00:00,T03,7.218,299.65,normal
2025-01-01 08:15:00,T03,8.618,632.343,normal
2025-01-01 08:30:00,T03,6.534,152.64,normal
2025-01-01 08:45:00,T03,6.1,60.99,normal
2025-01-01 09:00:00,T03,6.742,251.046,normal
2025-01-01 09:15:00,T03,5.541,36.238,normal
2025-01-01 09:30:00,T03,4.883,105.246,normal
2025-01-01 09:45:00,T03,6.145,55.881,normal
2025-01-01 10:00:00,T03,5.713,28.517,normal
2025-01-01 10:15:00,T03,5.797,154.53,normal
2025-01-01 10:30:00,T03,6.223,134.582,normal
2025-01-01 10:45:00,T03,7.563,401.536,normal
2025-01-01 11:00:00,T03,4.743,0.0,normal
2025-01-01 11:15:00,T03,4.569,59.495,normal
2025-01-01 11:30:00,T03,5.865,97.738,normal
2025-01-01 11:45:00,T03,5.284,45.457,normal
2025-01-01 12:00:00,T03,8.649,644.789,normal
2025-01-01 12:15:00,T03,6.637,118.563,normal
2025-01-01 12:30:00,T03,5.325,46.08,normal
2025-01-01 12:45:00,T03,5.986,178.348,normal
2025-01-01 13:00:00,T03,6.641,101.976,normal
2025-01-01 13:15:00,T03,5.016,0.0,normal
2025-01-01 13:30:00,T03,7.279,297.982,normal
2025-01-01 13:45:00,T03,7.034,113.227,normal
2025-01-01 14:00:00,T03,5.809,79.599,normal
2025-01-01 14:15:00,T03,5.795,133.75,normal
2025-01-01 14:30:00,T03,5.104,45.807,normal
2025-01-01 14:45:00,T03,5.605,146.033,normal
2025-01-01 15:00:00,T03,2.719,36.127,normal
2025-01-01 15:15:00,T03,7.596,422.116,normal
2025-01-01 15:30:00,T03,7.145,370.805,fault
2025-01-01 15:45:00,T03,4.918,8.71,normal
2025-01-01 16:00:00,T03,5.739,29.039,normal
2025-01-01 16:15:00,T03,6.099,76.52,normal
2025-01-01 16:30:00,T03,3.798,0.0,normal
2025-01-01 16:45:00,T03,7.555,385.214,normal
2025-01-01 17:00:00,T03,9.118,644.589,normal
2025-01-01 17:15:00,T03,6.458,178.76,normal
2025-01-01 17:30:00,T03,5.367,42.137,normal
2025-01-01 17:45:00,T03,5.0,112.43,normal
2025-01-01 18:00:00,T03,4.732,88.998,normal
2025-01-01 18:15:00,T03,6.395,175.992,normal
2025-01-01 18:30:00,T03,6.405,167.458,normal
2025-01-01 18:45:00,T03,7.175,221.301,normal
2025-01-01 19:00:00,T03,4.411,58.933,normal
2025-01-01 19:15:00,T03,7.269,211.449,normal
2025-01-01 19:30:00,T03,8.27,566.096,normal
2025-01-01 19:45:00,T03,8.417,571.144,normal
2025-01-01 20:00:00,T03,9.023,717.156,normal
2025-01-01 20:15:00,T03,7.6,344.643,normal
2025-01-01 20:30:00,T03,8.17,467.785,normal
2025-01-01 20:45:00,T03,6.932,226.505,normal
2025-01-01 21:00:00,T03,6.968,167.26,normal
2025-01-01 21:15:00,T03,6.351,168.42,normal
2025-01-01 21:30:00,T03,4.311,0.0,normal
2025-01-01 21:45:00,T03,5.506,93.86,normal
2025-01-01 22:00:00,T03,5.173,81.237,normal
2025-01-01 22:15:00,T03,7.224,268.73,normal
2025-01-01 22:30:00,T03,7.137,241.312,normal
2025-01-01 22:45:00,T03,4.272,95.888,normal
2025-01-01 23:00:00,T03,4.056,0.0,normal
2025-01-01 23:15:00,T03,5.891,122.55,normal
2025-01-01 23:30:00,T03,7.322,402.803,normal
2025-01-01 23:45:00,T03,6.559,145.247,normal
2025-01-02 00:00:00,T03,4.781,201.643,normal
2025-01-02 00:15:00,T03,6.649,161.883,normal
2025-01-02 00:30:00,T03,6.867,220.688,normal
2025-01-02 00:45:00,T03,8.035,459.359,normal
2025-01-02 01:00:00,T03,6.714,313.103,normal
2025-01-02 01:15:00,T03,5.781,176.155,normal
2025-01-02 01:30:00,T03,4.963,0.0,normal
2025-01-02 01:45:00,T03,4.874,80.684,normal
2025-01-02 02:00:00,T03,7.267,352.371,normal
2025-01-02 02:15:00,T03,5.653,63.49,normal
2025-01-02 02:30:00,T03,7.678,393.254,normal
2025-01-02 02:45:00,T03,6.704,118.685,normal
2025-01-02 03:00:00,T03,6.346,178.541,normal
2025-01-02 03:15:00,T03,6.01,62.853,normal
2025-01-02 03:30:00,T03,6.306,153.592,normal
2025-01-02 03:45:00,T03,6.837,180.452,fault
2025-01-02 04:00:00,T03,6.604,134.947,normal
2025-01-02 04:15:00,T03,6.779,226.027,normal
2025-01-02 04:30:00,T03,5.013,130.327,normal
2025-01-02 04:45:00,T03,5.301,4.574,normal
2025-01-02 05:00:00,T03,6.099,219.418,normal
2025-01-02 05:15:00,T03,5.701,69.882,normal
2025-01-02 05:30:00,T03,6.109,134.785,normal
2025-01-02 05:45:00,T03,5.57,137.655,normal
2025-01-02 06:00:00,T03,6.853,335.334,normal
2025-01-02 06:15:00,T03,6.866,259.921,normal
2025-01-02 06:30:00,T03,6.069,99.822,normal
2025-01-02 06:45:00,T03,6.276,116.613,normal
2025-01-02 07:00:00,T03,4.539,2.108,normal
2025-01-02 07:15:00,T03,6.14,124.921,normal
2025-01-02 07:30:00,T03,5.387,102.87,normal
2025-01-02 07:45:00,T03,7.412,325.568,normal
2025-01-02 08:00:00,T03,7.553,309.401,normal
2025-01-02 08:15:00,T03,6.718,263.09,normal
2025-01-02 08:30:00,T03,6.071,166.551,normal
2025-01-02 08:45:00,T03,8.135,576.949,normal
